newsitem_construct64_2,"Mumpit Mush Is Coming!"
newsitem_construct65_1,"Superstars Chad and Jenlyn preparing for Cherrywood wedding tomorrow"
newsitem_construct65_2,"C&J To Tie the Knot!"
newsitem_construct66_1,"Superstars Chad and Jenlyn marry in extravagant festival"
newsitem_construct66_2,"C&J Finally Hitched!"
newsitem_construct67_1,"\"My butt is not too fat, just right\" claims TV star Aprelica"
newsitem_construct67_2,"Butt Within Spec!"
newsitem_construct68_1,"Reality star Mestonda found dead from apparent overdose"
newsitem_construct68_2,"Reality Star Overdoses!"
newsitem_construct69_1,"Fashion designer CrevyCrevy has defected to Antegria"
newsitem_construct69_2,"Fashion Icon Defects!"
newsitem_construct70_1,"Mega-group HugginBoyz admits to not singing on any albums, can barely dance"
newsitem_construct70_2,"HugginBoyz: Talentless After All!"
newsitem_construct71_1,"Superstars Chad and Jenlyn file for divorce. Both claim infidelity"
newsitem_construct71_2,"C&J Fairytale Ends!"
newsitem_isweather,"Weather:"
nightstate_create1,"Go to Sleep"
nightstate_create2,"Today's issue has been printed and distributed.\n\nRESULTS\n\n"
nightstate_create3,"Loyalty"
nightstate_create4,"Readership"
nightstate_formatres,"   (no change)"
paper_update," [G] "
playstate_create1,"End Day"
playstate_create2,"Drag Articles\nto Paper"
playstate_create3,"News Feed"
playstate_update1,"The day is over. There is no more time. We must send to print immediately."
playstate_update2,"Send to Print"
readership_tostr1,"L:"
readership_tostr2,"R:"
readership_aplpapsum1,"* The paper is blank. Money was saved on ink, but you have lost many readers.\n"
readership_aplpapsum2,"* There are too few articles. You have lost readers.\n"
readership_aplpapsum3,"* There are not enough interesting articles. You have lost readers.\n"
readership_aplpapsum4,"* There are many interesting articles. You have gained readers.\n"
readership_aplpapsum5,"* The included articles have increased your readership's loyalty to the government.\n"
readership_aplpapsum6,"* The included articles have decreased your readership's loyalty to the government.\n"
readership_aplpapsum7,"* The paper's increasing readership has expanded its influence.\n"
readership_aplpapsum8,"* The paper's decreasing readership has reduced its influence.\n"
statmeters_construct1,"Loyalty"
statmeters_construct2,"Readers"
